name,title,book(s),house,dateOfBirth,dateOfDeath,,culture,alias,reign,full name,other titles,born in,died in,royal house,predecessor,heir,successor,queen,issue,books,father,mother,coronation,spouse,personal arms,race,wife,actor,tv series,buried in,location,government,founded,religion,notable places,organizations,named for,current commander,size,banner,motto/war cry,founder,coat of arms,seat,current lord,region,overlord,words,cadet branch,ancestral weapon,population,conflict,date,place,result,author,country,language,series,genre(s),publisher,released,media type,pages,followed&#160;by,cover artist,isbn,purchase,disbanded
Karlon Stark,Karl's Hold,A Storm of Swords,House Stark,,,,Northmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karhold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Westeros,House Karstark,,Old gods,,,Karlon Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedry, Maester,A Feast for Crows,,,300 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kegs,,A Storm of Swords,Night's Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kella,,A Storm of Swords,House Baelish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karyl Vance,Ser,A Game of Thrones,House Vance of Wayfarer's Rest,Wayfarer's Rest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedge Whiteye,,A Clash of Kings,Night's Watch,251 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kemmett Pyke,,A Feast for Crows,,,,,Ironborn, Kemmett the Bastard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenned,,A Clash of Kings,,,299 AC,,Ironborn, Kenned the Whale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ketter,,A Game of Thrones,Night's Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennos of Kayce,Ser,A Storm of Swords,House Kenning of Kayce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kezmya, Cupbearer,A Dance with Dragons,House of Pahl,Meereen,,,Ghiscari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khorane Sathmantes,,A Storm of Swords,,,,,Lyseni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khrazz,,A Dance with Dragons,House of Loraq,277 AC,300 AC,,Ghiscari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirby Pimm,Ser,The Mystery Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevan Lannister,Ser,A Game of Thrones,House Lannister,244 AC,300 AC,Season 1,,,,,,,,,,,,,,,,,,Dorna Swyft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koss,,A Clash of Kings,,,299 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirth Vance,,A Storm of Swords,House Vance of Atranta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kojja Mo,,A Feast for Crows,,,,,Summer Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kraznys mo Nakloz,,A Storm of Swords,Good Masters,,299 AC,Season 3,Astapor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kromm,,A Clash of Kings,House Greyjoy,Iron Islands,299 AC,,ironborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurleket,,A Game of Thrones,House Bracken,,298 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurz,,A Clash of Kings,,,299 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle (brotherhood),,A Storm of Swords,Brotherhood without banners,,299 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle,Ser,The Mystery Knight,,,,,, Cat of Misty Moor<br>Kyle the Cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Condon,Ser,A Storm of Swords,House Condon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Royce,,A Clash of Kings,House Royce,,King's Landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyleg,,A Dance with Dragons,,,,,Free Folk, Kyleg of the Wooden Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kym,Maester,A Clash of Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady of the Leaves, Lady of the Leaves,A Storm of Swords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyra,,A Game of Thrones,House Stark,280 AC,300 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyra Frey,,A Clash of Kings,House Frey,262 AC,,,,,,,,,,,,,,,,,,,,Garse Goodbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamprey,,A Storm of Swords,House Baratheon of Dragonstone,,,,, Lamprey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lambert Turnberry,Ser,A Feast for Crows,House Turnberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laenor Velaryon,Ser,The World of Ice and Fire,House Velaryon,94 AC,120 AC,,Valyrian,,,,,,,,,,,,,,,,,Rhaenyra Targaryen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lancel V Lannister,,,,,,,,,,House Lannister,King of the Rock,,,House Lannister,,,,,,The Sworn Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lann the Clever,,The World of Ice and Fire,House Lannister,Age of Heroes,,,, Lann the Clever,,,,,,,,,,,,,,,,,,First Men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lancel Lannister,Ser,A Game of Thrones,House Lannister of Casterly Rock,282 AC,,Season 1,,,,,,,,,,,,,,,,,,Amerei Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanna,,A Storm of Swords,,285 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanna (Happy Port),,A Feast for Crows,Happy Port,286 AC,,,Braavosi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lark,,A Clash of Kings,Night's Watch,,299 AC,,Sistermen, The Sisterman<br>Lark the Sisterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larence Snow,,A Clash of Kings,House Hornwood,286 AC,,,Northmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larra Blackmont,Blackmont,A Storm of Swords,House Blackmont,,,,Dornish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larraq,,A Dance with Dragons,,,,,Ghiscari, The Lash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larys Strong,Lord of Harrenhal,The World of Ice and Fire,House Strong,91 AC,,,, Larys Clubfoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laena Velaryon,,The World of Ice and Fire,House Velaryon,93 AC,120 AC,,Valyrian,,,,,,,,,,,,,,,,,Daemon Targaryen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Layna,,A Clash of Kings,,279 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leathers, Master-at-Arms,A Dance with Dragons,Night's Watch,259 AC,,,Wildling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Left Hand Lew,,A Storm of Swords,Night's Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lem,,A Storm of Swords,Brotherhood without banners,,,,,Hound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leana Frey,,A Feast for Crows,House Frey,299 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenn,,A Storm of Swords,,,,,Free Folk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanna Lannister,,A Storm of Swords,House Lannister,"<a href=""#cite_note-0"">[1]",,,,,,,,,,,,,,,,,,,,Antario Jast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lennocks,,A Storm of Swords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lem (Standfast),,The Sworn Sword,House Osgrey,161 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenwood Tawney,,A Feast for Crows,House Tawney,,,,Ironborn, Little Lenwood Tawney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Blackbar, Ser,A Storm of Swords,House Blackbar,,,,,,,,,,,,,,,,,,,,,Olene Tyrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenyl,,A Storm of Swords,,,,,Free Folk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Lefford,Golden Tooth,A Game of Thrones,House Lefford,,299 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Tyrell (Longthorn),Lord Paramount of the Mander,The World of Ice and Fire,House Tyrell,,,,Reach, Leo Longthorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leobald Tallhart,Castellan,A Clash of Kings,House Tallhart,Torrhen's Square,299 AC,,Northmen,,,,,,,,,,,,,,,,,Berena Hornwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leona Woolfield,,A Feast for Crows,House Woolfield,,,,,,,,,,,,,,,,,,,,,Wylis Manderly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonella Lefford,,A Clash of Kings,House Lefford,,,,,,,,,,,,,,,,,,,,,Lothar Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonette Fossoway, Lady,A Storm of Swords,House Fossoway,,,,,,,,,,,,,,,,,,,,,Garlan Tyrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leslyn Haigh,Ser,A Clash of Kings,House Haigh,,,,,,,,,,,,,,,,,,,,,Perriane Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lester,,A Storm of Swords,House Lannister,,,,, Red Lester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lester Morrigen, Lord of Crows Nest,A Storm of Swords,House Morrigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lew (guard),,A Game of Thrones,House Stark,,,,Northmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis Lanster,,A Dance with Dragons,Windblown,Westeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewys Lydden, Lord of the Deep Den,A Game of Thrones,House Lydden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewys Piper,,A Feast for Crows,House Piper,,,,Rivermen, Little Lew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewys the Fishwife,,A Storm of Swords,House Baratheon of Dragonstone,,,,, Lewys the Fishwife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewyn Martell,Ser,A Game of Thrones,House Martell,,283 AC,,Dornish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leona Tyrell,,A Storm of Swords,House Tyrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Tyrell (son of Victor),Ser,A Storm of Swords,House Tyrell,,,,,,,,,,,,,,,,,,,,,Alys Beesbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lharys,,A Game of Thrones,House Bracken,,298 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lia Serry,,A Storm of Swords,House Serry,,,,,,,,,,,,,,,,,,,,,Theodore Tyrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyton Hightower,Hightower,A Game of Thrones,House Hightower,,,,, Old Man of Oldtown,,,,,,,,,,,,,,,,Rhea Florent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liane Vance,,A Feast for Crows,House Vance of Wayfarer's Rest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Likely Luke,,A Storm of Swords,Brotherhood Without Banners,,,,, Likely Luke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lister,,A Storm of Swords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lomas Estermont,Ser,A Clash of Kings,House Estermont,,,,Stormlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lollys Stokeworth,Stokeworth,A Clash of Kings,House Stokeworth,265 AC,,,, Lollys Lackwit,,,,,,,,,,,,,,,,Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyla Hightower,,A Feast for Crows,House Hightower,,,,,,,,,,,,,,,,,,,,,Jon Cupps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lomys, Maester,A Game of Thrones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Lew,,A Storm of Swords,House Tully,,,,, Long Lew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loras Tyrell,Ser,A Game of Thrones,House Tyrell,282 AC,,Season 1,The Reach, The Knight of Flowers<br>Knight o’ Pansies<br>Ser Daisy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorent Lorch,Ser,A Feast for Crows,House Lorch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorcas,,A Feast for Crows,,241 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lordsport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyke,House Botley,,Drowned God,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lord Commander Qorgyle,Lord Commander of the Night's Watch,A Storm of Swords,House Qorgyle,,288 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorent Marbrand,Ser,The Princess and the Queen,House Marbrand,,130 AC,,Westerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorimer,Ser,A Feast for Crows,House Lefford,,298 AC,,, Lorimer the Belly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loreza Sand,,A Storm of Swords,House Martell,293 AC,,,Dorne, Loree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorren,,A Clash of Kings,,,299 AC,Season 2,, Black Lorren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lothar, Maester,The Mystery Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lothar Mallery, Lord,A Game of Thrones,House Mallery,,298 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lothar Frey,Twins,A Game of Thrones,House Frey,265 AC,,Season 3,Rivermen, Lame Lothar,,,,,,,,,,,,,,,,Leonella Lefford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotho Lornel,,A Feast for Crows,,,,,Braavosi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucamore Strong,Ser,A Feast for Crows,House Strong,,,,, Lucamore the Lusty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lothor Brune,Ser,A Game of Thrones,House Brune of Brownhollow,,,,, Lothor Apple-Eater,,,,,,,,,,,,,,,,," <b>Personal Arms</b> A brown bearpaw on a white field, beneath three apple cores, red, green, and red, on a gold chief<br>(<i>Argent, a bear's paw tenné, on a chief or, an apple-core vert between two apple-cores gules</i>)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucantine Woodwright, Ser,A Feast for Crows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucan,,A Clash of Kings,House Whent,,299 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Corbray,Ser,A Feast for Crows,House Corbray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Blackwood,,A Clash of Kings,House Blackwood,,299 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Inchfield,Ser,The Sworn Sword,House Inchfield,,211 AC,,, Lucas the Longinch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Codd,,A Feast for Crows,House Codd,,,,Ironborn, Left-Hand Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Roote,,A Storm of Swords,House Roote,,299 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Nayland,Ser,The Mystery Knight,House Nayland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorent Tyrell,,A Storm of Swords,House Tyrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luceon Frey, Septon,A Clash of Kings,Faith of the Seven,249 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucias Vypren, Lord,A Clash of Kings,House Vypren,,,,,,,,,,,,,,,,,,,,,Lythene Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucifer Hardy, Lord,A Feast for Crows,House Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucimore Botley,,A Feast for Crows,House Botley,,,,Ironborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luco Prestayn,,A Feast for Crows,,,,,Braavosi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucos,Septon,A Feast for Crows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucos Chyttering, Lord,A Storm of Swords,House Chyttering,283 AC,,,, Little Lucos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke of Longtown,,A Dance with Dragons,Night's Watch,Longtown,,,, Luke of Longtown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lum,,A Storm of Swords,House Lannister,,,,westermen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luthor Tyrell,Lord Paramount of the Mander,A Storm of Swords,House Tyrell,Highgarden,,,Reach,,,,,,,,,,,,,,,,,Olenna Redwyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luton,,A Dance with Dragons,House Bolton,,300 AC,,Northmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucion Lannister, Ser,A Storm of Swords,House Lannister,"<a href=""#cite_note-0"">[1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luwin,,A Game of Thrones,House Stark,,299 AC,Season 1,Westeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyanna Mormont,,A Feast for Crows,House Mormont,290 AC,,,Northmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Tyrell,,A Storm of Swords,House Tyrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyessa Flint,Widow's Watch,A Clash of Kings,House Flint of Widow's Watch,,,,Northmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyle Crakehall,Ser,A Clash of Kings,House Crakehall,Crakehall,,,, Strongboar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyanna Stark,,The World of Ice and Fire,House Stark,266 AC,283 AC,,Northmen, The She-Wolf<br>The Wolf Maid<br>Lya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyman Beesbury,Master of coin,The Princess and the Queen,House Beesbury,48 AC,129 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
